ID_Venda,ID_Produto,ID_Cliente,ID_Tempo,ID_Plataforma,ID_Promocao,Quantidade,Preco_Unitario,Desconto_Percentual,Receita_Total,Custo_Total,Lucro_Bruto,Margem_Percentual,Canal_Venda,Forma_Pagamento,Data_Venda,Categoria,Dias_Apos_Lancamento,Midia_Fisica_Digital
VND00342,PRD007,CLI042,TMP0366,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Crédito,2024-12-31,Jogos,84,Físico e Digital
VND00343,PRD007,CLI062,TMP0365,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2024-12-30,Jogos,83,Físico e Digital
VND00344,PRD007,CLI013,TMP0429,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Cartão Crédito,2025-03-04,Jogos,147,Físico e Digital
VND00345,PRD007,CLI075,TMP0290,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,Cartão Débito,2024-10-16,Jogos,8,Físico e Digital
VND00346,PRD007,CLI023,TMP0648,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Boleto,2025-10-09,Jogos,366,Físico e Digital
VND00347,PRD007,CLI022,TMP0750,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Boleto,2026-01-19,Jogos,468,Físico e Digital
VND00348,PRD007,CLI005,TMP0859,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Cartão Débito,2026-05-08,Jogos,577,Físico e Digital
VND00349,PRD007,CLI047,TMP0334,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,Cartão Crédito,2024-11-29,Jogos,52,Físico e Digital
VND00350,PRD007,CLI064,TMP0309,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,PIX,2024-11-04,Jogos,27,Físico e Digital
VND00351,PRD008,CLI061,TMP0844,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Crédito,2026-04-23,Jogos,594,Físico e Digital
VND00352,PRD008,CLI010,TMP0422,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Boleto,2025-02-25,Jogos,172,Físico e Digital
VND00353,PRD008,CLI046,TMP0274,PLT001,PROMO004,2,199.92,20.00,399.84,329.80,70.04,17.52,App Mobile,Cartão Débito,2024-09-30,Jogos,24,Físico e Digital
VND00354,PRD008,CLI057,TMP0277,PLT001,PROMO004,2,199.92,20.00,399.84,329.80,70.04,17.52,E-commerce,Cartão Crédito,2024-10-03,Jogos,27,Físico e Digital
VND00355,PRD008,CLI071,TMP0458,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,PIX,2025-04-02,Jogos,208,Físico e Digital
VND00356,PRD008,CLI051,TMP0837,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Boleto,2026-04-16,Jogos,587,Físico e Digital
VND00357,PRD008,CLI059,TMP0250,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Boleto,2024-09-06,Jogos,0,Físico e Digital
VND00358,PRD008,CLI072,TMP0785,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2026-02-23,Jogos,535,Físico e Digital
VND00359,PRD008,CLI002,TMP0555,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,PIX,2025-07-08,Jogos,305,Físico e Digital
VND00360,PRD008,CLI044,TMP0374,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Boleto,2025-01-08,Jogos,124,Físico e Digital
VND00361,PRD008,CLI044,TMP0250,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2024-09-06,Jogos,0,Físico e Digital
VND00362,PRD008,CLI009,TMP0897,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Boleto,2026-06-15,Jogos,647,Físico e Digital
VND00363,PRD008,CLI009,TMP0698,PLT001,PROMO009,2,174.93,30.00,349.86,329.80,"46,193.00",5.73,Loja Física,PIX,2025-11-28,Jogos,448,Físico e Digital
VND00364,PRD008,CLI057,TMP0324,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Boleto,2024-11-19,Jogos,74,Físico e Digital
VND00365,PRD008,CLI046,TMP0268,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Cartão Crédito,2024-09-24,Jogos,18,Físico e Digital
VND00366,PRD008,CLI064,TMP1001,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Cartão Crédito,2026-09-27,Jogos,751,Físico e Digital
VND00367,PRD008,CLI068,TMP1060,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Boleto,2026-11-25,Jogos,810,Físico e Digital
VND00368,PRD008,CLI043,TMP0275,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2024-10-01,Jogos,25,Físico e Digital
VND00369,PRD008,CLI025,TMP0546,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Cartão Débito,2025-06-29,Jogos,296,Físico e Digital
VND00370,PRD008,CLI062,TMP0698,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Débito,2025-11-28,Jogos,448,Físico e Digital
VND00371,PRD008,CLI006,TMP0338,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Boleto,2024-12-03,Jogos,88,Físico e Digital
VND00372,PRD008,CLI017,TMP0665,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Crédito,2025-10-26,Jogos,415,Físico e Digital
VND00373,PRD008,CLI009,TMP0265,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,PIX,2024-09-21,Jogos,15,Físico e Digital
VND00374,PRD008,CLI044,TMP0275,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Crédito,2024-10-01,Jogos,25,Físico e Digital
VND00375,PRD008,CLI002,TMP0413,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,PIX,2025-02-16,Jogos,163,Físico e Digital
VND00376,PRD008,CLI008,TMP0852,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,PIX,2026-05-01,Jogos,602,Físico e Digital
VND00377,PRD008,CLI058,TMP0265,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Cartão Débito,2024-09-21,Jogos,15,Físico e Digital
VND00378,PRD008,CLI061,TMP0253,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Cartão Crédito,2024-09-09,Jogos,3,Físico e Digital
VND00379,PRD008,CLI052,TMP0335,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Crédito,2024-11-30,Jogos,85,Físico e Digital
VND00380,PRD008,CLI046,TMP0260,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2024-09-16,Jogos,10,Físico e Digital
VND00381,PRD008,CLI014,TMP0332,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Cartão Débito,2024-11-27,Jogos,82,Físico e Digital
VND00382,PRD008,CLI034,TMP0273,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,App Mobile,Cartão Débito,2024-09-29,Jogos,23,Físico e Digital
VND00383,PRD008,CLI035,TMP0499,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Débito,2025-05-13,Jogos,249,Físico e Digital
VND00384,PRD008,CLI073,TMP0252,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,Cartão Crédito,2024-09-08,Jogos,2,Físico e Digital
VND00385,PRD008,CLI028,TMP0263,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Boleto,2024-09-19,Jogos,13,Físico e Digital
VND00386,PRD008,CLI015,TMP0274,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,Cartão Débito,2024-09-30,Jogos,24,Físico e Digital
VND00387,PRD008,CLI035,TMP0911,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,E-commerce,PIX,2026-06-29,Jogos,661,Físico e Digital
VND00388,PRD008,CLI046,TMP0301,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Boleto,2024-10-27,Jogos,51,Físico e Digital
VND00389,PRD008,CLI047,TMP0335,PLT001,PROMO001,2,187.43,25.00,374.86,329.80,45.06,"46,065.00",Loja Física,Cartão Crédito,2024-11-30,Jogos,85,Físico e Digital
VND00390,PRD008,CLI028,TMP0261,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Boleto,2024-09-17,Jogos,11,Físico e Digital
VND00391,PRD008,CLI072,TMP0275,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Crédito,2024-10-01,Jogos,25,Físico e Digital
VND00392,PRD008,CLI007,TMP0289,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Débito,2024-10-15,Jogos,39,Físico e Digital
VND00393,PRD008,CLI010,TMP0695,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Débito,2025-11-25,Jogos,445,Físico e Digital
VND00394,PRD008,CLI041,TMP0574,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,App Mobile,PIX,2025-07-27,Jogos,324,Físico e Digital
VND00395,PRD008,CLI060,TMP0745,PLT001,PROMO000,1,249.90,0.00,249.90,164.90,85.00,34.01,Loja Física,Cartão Débito,2026-01-14,Jogos,495,Físico e Digital
VND00396,PRD008,CLI041,TMP0334,PLT001,PROMO001,1,187.43,25.00,187.43,164.90,22.53,"46,065.00",App Mobile,Boleto,2024-11-29,Jogos,84,Físico e Digital
VND00397,PRD008,CLI035,TMP0775,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,Cartão Crédito,2026-02-13,Jogos,525,Físico e Digital
VND00398,PRD008,CLI071,TMP0333,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Débito,2024-11-28,Jogos,83,Físico e Digital
VND00399,PRD008,CLI004,TMP0295,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,Loja Física,PIX,2024-10-21,Jogos,45,Físico e Digital
VND00400,PRD008,CLI056,TMP0276,PLT001,PROMO000,2,249.90,0.00,499.80,329.80,170.00,34.01,E-commerce,Cartão Crédito,2024-10-02,Jogos,26,Físico e Digital
VND00401,PRD009,CLI049,TMP0077,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,Cartão Crédito,2024-03-17,Jogos,859,Físico e Digital
VND00402,PRD009,CLI055,TMP0882,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,Loja Física,PIX,2026-05-31,Jogos,1664,Físico e Digital
VND00403,PRD009,CLI052,TMP0019,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,Boleto,2024-01-19,Jogos,801,Físico e Digital
VND00404,PRD009,CLI039,TMP0005,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,Loja Física,Boleto,2024-01-05,Jogos,787,Físico e Digital
VND00405,PRD009,CLI015,TMP0017,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,Loja Física,Cartão Débito,2024-01-17,Jogos,799,Físico e Digital
VND00406,PRD009,CLI060,TMP0942,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,Loja Física,Cartão Débito,2026-07-30,Jogos,1724,Físico e Digital
VND00407,PRD009,CLI059,TMP0018,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,PIX,2024-01-18,Jogos,800,Físico e Digital
VND00408,PRD009,CLI062,TMP0012,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,Cartão Crédito,2024-01-12,Jogos,794,Físico e Digital
VND00409,PRD009,CLI045,TMP1060,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,App Mobile,Cartão Crédito,2026-11-25,Jogos,1842,Físico e Digital
VND00410,PRD009,CLI040,TMP0822,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,Cartão Débito,2026-04-01,Jogos,1604,Físico e Digital
VND00411,PRD009,CLI015,TMP0026,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,Cartão Débito,2024-01-26,Jogos,808,Físico e Digital
VND00412,PRD009,CLI018,TMP0028,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,Boleto,2024-01-28,Jogos,810,Físico e Digital
VND00413,PRD009,CLI054,TMP0081,PLT002,PROMO003,1,179.91,10.00,179.91,129.90,50.01,27.80,Loja Física,Cartão Crédito,2024-03-21,Jogos,863,Físico e Digital
VND00414,PRD009,CLI031,TMP0043,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,App Mobile,PIX,2024-02-12,Jogos,825,Físico e Digital
VND00415,PRD009,CLI020,TMP0024,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,App Mobile,PIX,2024-01-24,Jogos,806,Físico e Digital
VND00416,PRD009,CLI053,TMP0612,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,Cartão Crédito,2025-09-03,Jogos,1394,Físico e Digital
VND00417,PRD009,CLI072,TMP0035,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,PIX,2024-02-04,Jogos,817,Físico e Digital
VND00418,PRD009,CLI071,TMP0740,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,App Mobile,Cartão Crédito,2026-01-09,Jogos,1522,Físico e Digital
VND00419,PRD009,CLI020,TMP0698,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,PIX,2025-11-28,Jogos,1480,Físico e Digital
VND00420,PRD009,CLI011,TMP0006,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,Cartão Débito,2024-01-06,Jogos,788,Físico e Digital
VND00421,PRD009,CLI033,TMP0203,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,Loja Física,PIX,2024-07-21,Jogos,985,Físico e Digital
VND00422,PRD009,CLI029,TMP0223,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,Loja Física,Cartão Débito,2024-08-10,Jogos,1005,Físico e Digital
VND00423,PRD009,CLI029,TMP0720,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,Boleto,2025-12-20,Jogos,1502,Físico e Digital
VND00424,PRD009,CLI016,TMP0024,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,Boleto,2024-01-24,Jogos,806,Físico e Digital
VND00425,PRD009,CLI035,TMP0050,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,Boleto,2024-02-19,Jogos,832,Físico e Digital
VND00426,PRD009,CLI041,TMP1065,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,Cartão Débito,2026-11-30,Jogos,1847,Físico e Digital
VND00427,PRD009,CLI009,TMP0009,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,PIX,2024-01-09,Jogos,791,Físico e Digital
VND00428,PRD009,CLI052,TMP0754,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,PIX,2026-01-23,Jogos,1536,Físico e Digital
VND00429,PRD009,CLI039,TMP0001,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,Loja Física,PIX,2024-01-01,Jogos,783,Físico e Digital
VND00430,PRD009,CLI017,TMP0003,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,Loja Física,Cartão Crédito,2024-01-03,Jogos,785,Físico e Digital
VND00431,PRD009,CLI011,TMP0967,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,App Mobile,Cartão Crédito,2026-08-24,Jogos,1749,Físico e Digital
VND00432,PRD009,CLI070,TMP0021,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,PIX,2024-01-21,Jogos,803,Físico e Digital
VND00433,PRD009,CLI018,TMP0704,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,Loja Física,Cartão Crédito,2025-12-04,Jogos,1486,Físico e Digital
VND00434,PRD009,CLI029,TMP0025,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,Cartão Débito,2024-01-25,Jogos,807,Físico e Digital
VND00435,PRD009,CLI023,TMP1041,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,Cartão Crédito,2026-11-06,Jogos,1823,Físico e Digital
VND00436,PRD009,CLI003,TMP0011,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,E-commerce,PIX,2024-01-11,Jogos,793,Físico e Digital
VND00437,PRD009,CLI016,TMP0011,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,Boleto,2024-01-11,Jogos,793,Físico e Digital
VND00438,PRD009,CLI014,TMP0490,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,E-commerce,Cartão Crédito,2025-05-04,Jogos,1272,Físico e Digital
VND00439,PRD009,CLI026,TMP0020,PLT002,PROMO000,2,199.90,0.00,399.80,259.80,140.00,35.02,App Mobile,PIX,2024-01-20,Jogos,802,Físico e Digital
VND00440,PRD009,CLI068,TMP0045,PLT002,PROMO000,1,199.90,0.00,199.90,129.90,70.00,35.02,App Mobile,PIX,2024-02-14,Jogos,827,Físico e Digital
VND00441,PRD010,CLI049,TMP0966,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,App Mobile,PIX,2026-08-23,Jogos,22,Físico e Digital
VND00442,PRD010,CLI050,TMP1085,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,App Mobile,Cartão Débito,2026-12-20,Jogos,141,Físico e Digital
VND00443,PRD010,CLI052,TMP0981,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,E-commerce,Boleto,2026-09-07,Jogos,37,Físico e Digital
VND00444,PRD010,CLI054,TMP0947,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,Cartão Débito,2026-08-04,Jogos,3,Físico e Digital
VND00445,PRD010,CLI045,TMP0969,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,E-commerce,Boleto,2026-08-26,Jogos,25,Físico e Digital
VND00446,PRD010,CLI075,TMP1062,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,Loja Física,Cartão Crédito,2026-11-27,Jogos,118,Físico e Digital
VND00447,PRD010,CLI055,TMP0971,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,Cartão Débito,2026-08-28,Jogos,27,Físico e Digital
VND00448,PRD010,CLI054,TMP0944,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,E-commerce,PIX,2026-08-01,Jogos,0,Físico e Digital
VND00449,PRD010,CLI048,TMP0971,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,PIX,2026-08-28,Jogos,27,Físico e Digital
VND00450,PRD010,CLI021,TMP0964,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,Loja Física,Cartão Crédito,2026-08-21,Jogos,20,Físico e Digital
VND00451,PRD010,CLI064,TMP0960,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,App Mobile,PIX,2026-08-17,Jogos,16,Físico e Digital
VND00452,PRD010,CLI030,TMP0961,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,PIX,2026-08-18,Jogos,17,Físico e Digital
VND00453,PRD010,CLI025,TMP0966,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,App Mobile,PIX,2026-08-23,Jogos,22,Físico e Digital
VND00454,PRD010,CLI017,TMP0959,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,Loja Física,Boleto,2026-08-16,Jogos,15,Físico e Digital
VND00455,PRD010,CLI003,TMP1000,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,App Mobile,Boleto,2026-09-26,Jogos,56,Físico e Digital
VND00456,PRD010,CLI037,TMP0952,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,Cartão Débito,2026-08-09,Jogos,8,Físico e Digital
VND00457,PRD010,CLI057,TMP1049,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,App Mobile,Cartão Crédito,2026-11-14,Jogos,105,Físico e Digital
VND00458,PRD010,CLI055,TMP0970,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,Cartão Crédito,2026-08-27,Jogos,26,Físico e Digital
VND00459,PRD010,CLI027,TMP1006,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,App Mobile,Cartão Crédito,2026-10-02,Jogos,62,Físico e Digital
VND00460,PRD010,CLI027,TMP1030,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,E-commerce,PIX,2026-10-26,Jogos,86,Físico e Digital
VND00461,PRD010,CLI010,TMP0971,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,App Mobile,Cartão Crédito,2026-08-28,Jogos,27,Físico e Digital
VND00462,PRD010,CLI012,TMP0974,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,App Mobile,Cartão Crédito,2026-08-31,Jogos,30,Físico e Digital
VND00463,PRD010,CLI071,TMP0973,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,E-commerce,PIX,2026-08-30,Jogos,29,Físico e Digital
VND00464,PRD010,CLI041,TMP0958,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,Boleto,2026-08-15,Jogos,14,Físico e Digital
VND00465,PRD010,CLI013,TMP0954,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,Boleto,2026-08-11,Jogos,10,Físico e Digital
VND00466,PRD010,CLI008,TMP1081,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,Cartão Débito,2026-12-16,Jogos,137,Físico e Digital
VND00467,PRD010,CLI037,TMP0983,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,App Mobile,PIX,2026-09-09,Jogos,39,Físico e Digital
VND00468,PRD010,CLI015,TMP0944,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,Loja Física,PIX,2026-08-01,Jogos,0,Físico e Digital
VND00469,PRD010,CLI049,TMP0980,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,App Mobile,PIX,2026-09-06,Jogos,36,Físico e Digital
VND00470,PRD010,CLI036,TMP1070,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,Loja Física,PIX,2026-12-05,Jogos,126,Físico e Digital
VND00471,PRD010,CLI067,TMP1077,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,E-commerce,Cartão Débito,2026-12-12,Jogos,133,Físico e Digital
VND00472,PRD010,CLI026,TMP1007,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,E-commerce,PIX,2026-10-03,Jogos,63,Físico e Digital
VND00473,PRD010,CLI025,TMP0944,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,E-commerce,Cartão Crédito,2026-08-01,Jogos,0,Físico e Digital
VND00474,PRD010,CLI026,TMP1047,PLT002,PROMO000,2,349.90,0.00,699.80,459.80,240.00,34.30,E-commerce,Cartão Crédito,2026-11-12,Jogos,103,Físico e Digital
VND00475,PRD010,CLI062,TMP0964,PLT002,PROMO000,1,349.90,0.00,349.90,229.90,120.00,34.30,E-commerce,Cartão Débito,2026-08-21,Jogos,20,Físico e Digital
VND00476,PRD011,CLI004,TMP0029,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,App Mobile,PIX,2024-01-29,Jogos,782,Físico e Digital
VND00477,PRD011,CLI010,TMP0876,PLT002,PROMO000,1,149.90,0.00,149.90,99.90,50.00,33.36,E-commerce,Boleto,2026-05-25,Jogos,1629,Físico e Digital
VND00478,PRD011,CLI027,TMP0058,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,E-commerce,Cartão Débito,2024-02-27,Jogos,811,Físico e Digital
VND00479,PRD011,CLI004,TMP1047,PLT002,PROMO000,1,149.90,0.00,149.90,99.90,50.00,33.36,App Mobile,Cartão Crédito,2026-11-12,Jogos,1800,Físico e Digital
VND00480,PRD011,CLI074,TMP1083,PLT002,PROMO000,1,149.90,0.00,149.90,99.90,50.00,33.36,Loja Física,Cartão Crédito,2026-12-18,Jogos,1836,Físico e Digital
VND00481,PRD011,CLI057,TMP1064,PLT002,PROMO012,1,104.93,30.00,104.93,99.90,"46,086.00",4.79,App Mobile,Cartão Crédito,2026-11-29,Jogos,1817,Físico e Digital
VND00482,PRD011,CLI022,TMP0864,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,E-commerce,Cartão Débito,2026-05-13,Jogos,1617,Físico e Digital
VND00483,PRD011,CLI030,TMP0781,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,E-commerce,Cartão Débito,2026-02-19,Jogos,1534,Físico e Digital
VND00484,PRD011,CLI044,TMP0014,PLT002,PROMO000,1,149.90,0.00,149.90,99.90,50.00,33.36,Loja Física,Boleto,2024-01-14,Jogos,767,Físico e Digital
VND00485,PRD011,CLI016,TMP0043,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,Loja Física,Cartão Débito,2024-02-12,Jogos,796,Físico e Digital
VND00486,PRD011,CLI045,TMP0882,PLT002,PROMO000,1,149.90,0.00,149.90,99.90,50.00,33.36,E-commerce,PIX,2026-05-31,Jogos,1635,Físico e Digital
VND00487,PRD011,CLI049,TMP0026,PLT002,PROMO000,1,149.90,0.00,149.90,99.90,50.00,33.36,Loja Física,Cartão Débito,2024-01-26,Jogos,779,Físico e Digital
VND00488,PRD011,CLI010,TMP0001,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,E-commerce,Cartão Débito,2024-01-01,Jogos,754,Físico e Digital
VND00489,PRD011,CLI001,TMP0034,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,E-commerce,PIX,2024-02-03,Jogos,787,Físico e Digital
VND00490,PRD011,CLI060,TMP0016,PLT002,PROMO000,2,149.90,0.00,299.80,199.80,100.00,33.36,Loja Física,Boleto,2024-01-16,Jogos,769,Físico e Digital
